1,11,-85.717,32.102
1,51,-86.143,32.597
1,63,-87.964,32.844
1,87,-85.693,32.387
1,101,-86.204,32.204
1,129,-88.198,31.405
1,15,-85.823,33.772
1,95,-86.322,34.31
1,59,-87.843,34.442
1,117,-86.678,33.263
1,127,-87.301,33.792
1,31,-85.99,31.402
1,67,-85.24,31.517
5,29,-92.689,35.266
5,73,-93.612,33.241
5,33,-94.236,35.583
5,47,-93.888,35.509
5,83,-93.721,35.219
5,115,-93.027,35.457
5,149,-93.408,34.998
13,167,-82.664,32.695
13,235,-83.482,32.239
13,31,-81.744,32.393
13,43,-82.071,32.404
13,103,-81.343,32.362
13,107,-82.3,32.591
13,125,-82.607,33.227
13,251,-81.618,32.745
13,119,-83.228,34.375
13,195,-83.204,34.129
13,15,-84.838,34.241
13,115,-85.214,34.264
13,213,-84.738,34.797
13,81,-83.754,31.915
13,93,-83.807,32.152
13,185,-83.269,30.833
13,287,-83.62,31.725
13,315,-83.438,31.963
13,321,-83.85,31.552
13,5,-82.388,31.563
13,183,-81.743,31.75
13,305,-81.912,31.548
13,61,-84.993,31.62
13,201,-84.73,31.163
13,243,-84.752,31.763
13,261,-84.204,32.042
13,171,-84.147,33.074
17,47,-88.048,38.417
17,65,-88.539,38.085
17,165,-88.545,37.752
17,77,-89.381,37.786
18,123,-86.627,38.081
18,101,-86.802,38.705
18,125,-87.233,38.398
19,129,-95.619,41.034
19,173,-94.697,40.738
20,167,-98.771,38.916
20,17,-96.594,38.299
20,31,-95.729,38.236
20,177,-95.756,39.042
20,123,-98.207,39.393
20,163,-99.324,39.346
20,43,-95.147,39.789
20,65,-99.88,39.355
20,137,-99.899,39.784
20,7,-98.685,37.223
20,95,-98.145,37.553
20,145,-99.235,38.181
20,1,-95.301,37.884
20,37,-94.854,37.506
20,205,-95.745,37.559
20,207,-95.758,37.888
20,69,-100.45,37.745
20,81,-100.88,37.555
20,175,-100.85,37.181
21,5,-84.986,38.005
21,79,-84.546,37.63
21,97,-84.334,38.445
21,53,-85.153,36.729
21,65,-83.964,37.692
21,125,-84.119,37.113
21,177,-87.134,37.214
21,157,-88.333,36.882
21,145,-88.712,37.054
1,1,-86.646,32.532
1,91,-87.791,32.248
1,35,-86.989,31.431
1,41,-86.319,31.733
5,119,-92.317,34.774
5,131,-94.275,35.197
13,153,-83.663,32.458
13,75,-83.429,31.153
