28,31,-89.549,31.633
28,77,-90.108,31.55
28,1,-91.352,31.486
36,115,-73.439,43.312
37,31,-76.527,34.858
37,27,-81.53,35.958
38,37,-101.64,46.358
38,51,-99.443,46.117
46,105,-102.47,45.483
26,127,-86.808,43.647
37,63,-78.878,36.034
40,107,-96.328,35.467
40,29,-96.288,34.583
40,11,-98.429,35.878
46,103,-102.82,44.002
46,117,-100.75,44.416
26,55,-85.554,44.719
31,31,-101.05,42.571
36,97,-76.939,42.42
40,39,-98.997,35.646
40,149,-98.991,35.289
46,121,-100.71,43.209
29,161,-91.79,37.866
40,27,-97.323,35.206
22,31,-93.741,32.059
26,29,-85.45,45.513
36,27,-73.74,41.755
40,61,-95.11,35.232
40,63,-96.251,35.053
40,139,-101.48,36.746
40,75,-98.982,34.921
42,91,-75.37,40.21
45,81,-81.728,34.005
22,37,-91.043,30.84
36,19,-73.706,44.753
36,7,-75.83,42.162
37,55,-75.768,35.606
37,129,-77.87,34.178
37,141,-77.888,34.513
40,7,-100.48,36.748
45,45,-82.372,34.893
27,57,-94.913,47.096
27,77,-94.905,48.768
28,157,-91.325,31.161
36,83,-73.514,42.71
36,31,-73.778,44.11
36,33,-74.311,44.594
36,25,-74.967,42.194
37,39,-84.061,35.136
37,149,-82.168,35.278
40,121,-95.748,34.926
40,43,-99.014,35.978
42,103,-75.032,41.326
46,71,-101.63,43.678
31,49,-102.33,41.112
37,43,-83.752,35.053
40,33,-98.373,34.291
40,141,-98.932,34.371
42,3,-79.98,40.47
45,53,-81.022,32.431
46,95,-100.76,43.585
46,7,-101.68,43.187
46,33,-103.46,43.685
46,55,-101.6,44.283
46,93,-102.71,44.605
27,21,-94.334,46.952
27,71,-93.783,48.245
36,1,-73.974,42.588
40,65,-99.412,34.594
47,3,-86.458,35.514
47,15,-86.062,35.808
47,27,-85.546,36.546
47,41,-85.835,35.986
47,55,-87.035,35.203
47,87,-85.674,36.354
47,103,-86.593,35.143
47,111,-86.001,36.538
47,117,-86.766,35.468
47,119,-87.078,35.616
47,149,-86.417,35.843
47,159,-85.942,36.256
47,165,-86.46,36.473
47,187,-86.898,35.895
47,189,-86.29,36.148
47,7,-85.206,35.594
47,31,-86.078,35.489
47,49,-84.938,36.37
47,51,-86.099,35.156
47,115,-85.618,35.133
47,133,-85.283,36.345
47,141,-85.496,36.141
47,153,-85.41,35.372
47,175,-85.458,35.699
47,185,-85.456,35.927
47,45,-89.398,36.054
47,97,-89.628,35.763
47,131,-89.15,36.358
47,167,-89.767,35.5
47,9,-83.923,35.688
47,11,-84.859,35.154
47,59,-82.847,36.18
47,89,-83.441,36.048
47,121,-84.824,35.503
47,179,-82.495,36.296
47,5,-88.071,36.069
47,17,-88.452,35.966
47,23,-88.611,35.42
47,33,-89.132,35.819
47,39,-88.11,35.603
47,47,-89.414,35.197
47,53,-88.934,35.992
47,69,-88.989,35.219
47,71,-88.186,35.202
47,75,-89.283,35.587
47,77,-88.388,35.654
47,79,-88.3,36.325
47,113,-88.833,35.606
47,109,-88.564,35.175
47,183,-88.721,36.303
47,21,-87.101,36.255
47,43,-87.364,36.146
47,85,-87.79,36.041
47,99,-87.397,35.22
47,125,-87.381,36.5
47,147,-86.869,36.528
47,181,-87.82,35.243
48,147,-96.105,33.591
48,277,-95.57,33.667
48,39,-95.435,29.168
48,291,-94.844,30.158
48,481,-96.23,29.278
51,7,-77.977,37.332
51,11,-78.811,37.371
51,19,-79.528,37.312
51,31,-79.095,37.21
51,33,-77.352,38.03
51,41,-77.586,37.378
51,109,-77.96,37.973
51,147,-78.433,37.225
51,177,-77.657,38.184
51,1,-75.758,37.766
51,36,-77.054,37.361
51,57,-76.942,37.939
51,73,-76.524,37.404
51,97,-76.902,37.714
51,131,-75.924,37.303
51,133,-76.38,37.857
51,159,-76.731,37.943
51,193,-76.804,38.109
51,47,-77.956,38.486
51,61,-77.821,38.744
51,69,-78.264,39.204
51,107,-77.639,39.081
51,113,-78.277,38.412
51,139,-78.492,38.623
51,157,-78.169,38.685
51,165,-78.885,38.508
51,171,-78.574,38.856
51,179,-77.455,38.415
51,25,-77.861,36.764
51,550,-76.302,36.679
51,81,-77.56,36.68
51,149,-77.221,37.187
51,181,-76.88,37.12
51,810,-76.024,36.779
51,37,-78.659,37.009
51,83,-78.94,36.766
51,111,-78.242,36.946
51,135,-78.054,37.141
51,143,-79.399,36.822
54,3,-78.038,39.448
54,37,-77.863,39.307
54,77,-79.669,39.469
55,1,-89.767,43.974
55,47,-88.987,43.761
55,57,-90.114,43.933
55,135,-88.967,44.478
55,137,-89.24,44.113
55,141,-90.039,44.461
55,9,-87.996,44.474
55,15,-88.212,44.078
55,29,-87.088,45.068
55,39,-88.493,43.755
55,61,-87.162,44.501
